merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,merchant_status,declared_avg_ticket_size_inr
MCH4614,BADAMI LLC,5942.0,BOOKS & STATIONERY,PARTNERSHIP,Jaipur,Rajasthan,2025-04-02 17:40:30,ACTIVE,4687.53
MCH4621,Ravel-Chaudhuri,5942.0,BOOKS & STATIONERY,PRIVATE_LIMITED,Delhi,Delhi,2024-08-04 00:00:00,ACTIVE,-397.3
MCH4622,Toor-Rajan,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Ludhiana,Punjab,2024-06-20 14:20:00,ACTIVE,2524.16
MCH4623,"Gokhale, Ranganathan and Shenoy",599.0,OTHER,PRIVATE_LIMITED,Hyderabad,Telangana,2025-08-17 15:21:40,ACTIVE,171.0
MCH4624,"krishnamurthy, mandal and luthra",5999.0,OTHER,INDIVIDUAL,Chennai,Tamil Nadu,2025-08-06 00:00:00,ACTIVE,784.01
MCH4626,"Lalla, Handa and Ahuja",5999.0,RETAIL OTHER,PRIVATE_LIMITED,Bengaluru,Karnataka,2023-07-31 00:00:00,ACTIVE,1497.15
MCH4627,Barman-Kashyap,5699.0,APPAREL,PARTNERSHIP,Pune,Maharashtra,2026-01-10 00:00:00,ACTIVE,1852.01
MCH4630,Jhaveri PLC,5999.0,MISC RETAIL,SOLE_PROPRIETOR,Ludhiana,Punjab,2025-11-07 02:07:00,ACTIVE,1285.49
MCH4636,Sura and Sons,5699.0,APPAREL,PARTNERSHIP,Mumbai,Maharashtra,2023-12-17 17:58:35,ACTIVE,
MCH4637,Mitter-Pandya,5411.0,GROCERY STORES,INDIVIDUAL,Chennai,Tamil Nadu,2023-09-05 20:41:00,ACTIVE,2198.28
MCH4639,Chaudhry-Bath,5912.0,PHARMACY,PARTNERSHIP,Jalandhar,Punjab,2023-05-11 10:36:23,ACTIVE,295.45
MCH4640,Choudhary-Joshi,5699.0,CLOTHING,PARTNERSHIP,Jpr,Rajasthan,,ACTIVE,857.62
MCH4641,KarnikLLC,5311.0,RETAIL,SOLE_PROPRIETOR,Ludhiana,Punjab,2025-02-02 00:00:00,ACTIVE,
MCH4642,Jaggi Ltd,5411.0,GROCERY,PARTNERSHIP,Delhi,Delhi,2024-04-16 00:00:00,SUSPENDED,1180.53
MCH4643,Barad and Sons,5942.0,BOOKS & STATIONERY,INDIVIDUAL,Ludhiana,Punjab,2025-05-18 00:00:00,SUSPENDED,3490.79
MCH4648,Tara-Pandya,5699.0,CLOTHING,PARTNERSHIP,Chennai,Tamil Nadu,2026-01-02 00:00:00,ACTIVE,852.19
MCH4649,"Mand,DattaandSanghvi",7011.0,HOTEL & LODGING,PARTNERSHIP,Ludhiana,Punjab,2024-10-16 00:00:00,ACTIVE,666.8
MCH4651,Bhat-Kamdar,5999.0,OTHER,SOLE_PROPRIETOR,Hyderabad,Telangana,2024-06-05 00:00:00,ACTIVE,718.3
MCH4652,  Varghese-Ramachandran  ,413.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Amritsar,Punjab,2024-10-30 00:00:00,ACTIVE,-2348.76
MCH4656,"Verma,SanghaandVora",5942.0,BOOK STORE,PRIVATE_LIMITED,Delhi,Delhi,2024-07-02 00:00:00,ACTIVE,431.25
MCH4658,Kapadia Inc,5311.0,RETAIL,INDIVIDUAL,Hyderabad,Telangana,2023-05-21 00:00:00,ACTIVE,2693.95
MCH4667,Kapur-Gara,5812.0,FOOD & DINING,PRIVATE_LIMITED,Delhi,Delhi,2025-10-30 17:47:05,ACTIVE,1043.72
MCH4669,Bail PLC,4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2023-09-17 00:00:00,INACTIVE,1960.77
MCH4672,Sandhu LLC,5942.0,BOOKS & STATIONERY,PARTNERSHIP,Bangalore,Karnataka,,ACTIVE,456.49
MCH4674,Sachar-Loke,5699.0,APPAREL,PRIVATE_LIMITED,Jalandhar,Punjab,,ACTIVE,1222.52
MCH4675,"MINHAS, NARAYAN AND BANDI",,BOOKS & STATIONERY,SOLE_PROPRIETOR,Jalandhar,Punjab,2023-06-15 10:04:37,ACTIVE,
MCH4676,Shan Inc,5999.0,OTHER,SOLE_PROPRIETOR,Mumbai,Maharashtra,2026-01-20 00:00:00,ACTIVE,2805.31
MCH4677,"Sethi, Bora and Karpe",5942.0,BOOKS & STATIONERY,INDIVIDUAL,Pune,Maharashtra,,INACTIVE,5089.5
MCH4678,"Yogi, Goel and Chaudry",5912.0,PHARMACY,SOLE_PROPRIETOR,Amritsar,Punjab,2025-10-11 23:31:36,ACTIVE,1363.28
MCH4681,"Sengupta,VenkataramanandKonda",5411.0,GROCERY STORES,INDIVIDUAL,Pune,Maharashtra,2026-10-01 08:52:00,ACTIVE,526.79
MCH4682,Chaudry LLC,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Hyderabad,Telangana,2024-01-28 10:50:34,ACTIVE,-1772.5
MCH4685,Mukhopadhyay-Cheema,,BOOKS & STATIONERY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-07-22 11:31:48,SUSPENDED,
MCH4687,GOEL LLC,5942.0,BOOK STORE,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-01-30 00:00:00,ACTIVE,820.0
MCH4688,venkatesh group,5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Delhi,Delhi,2024-08-24 14:22:22,SUSPENDED,2933.52
MCH4690,"Dutt, Mukhopadhyay and Dara",5999.0,OTHER,SOLE_PROPRIETOR,Amritsar,Punjab,2023-04-24 22:55:00,SUSPENDED,-390.23
MCH4691,"Deshmukh, Pant and Garg",7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Bengaluru,Karnataka,2025-05-10 00:00:00,ACTIVE,2116.48
MCH4692,"Bhargava, Rajagopal and Karan",7011.0,HOTEL & LODGING,PRIVATE_LIMITED,New Delhi,Delhi,2024-06-08 00:00:00,ACTIVE,
MCH4693,Dhingra-Bava,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Mumbai,Maharashtra,2024-12-28 01:09:00,ACTIVE,3445.16
MCH4695,Patel-Halder,5812.0,FOOD & DINING,SOLE_PROPRIETOR,Pune,Maharashtra,2026-02-11 16:57:07,ACTIVE,652.55
MCH4699,Setty Inc,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Pune,Maharashtra,2025-06-04 00:00:00,ACTIVE,632.27
MCH4700,"rajan, garg and ray",,APPAREL,INDIVIDUAL,Chennai,Tamil Nadu,,ACTIVE,805.94
MCH4701,Bhagat and Sons,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Hyderabad,Telangana,2025-03-17 00:00:00,ACTIVE,493.82
MCH4702,Nath Group,5311.0,RETAIL,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2024-08-15 23:18:00,ACTIVE,584.0
MCH4706,"Varughese, Mani and Ch0udhary",5311.0,DEPARTMENT STORE,INDIVIDUAL,Blr,Karnataka,2025-11-11 03:09:47,ACTIVE,-1658.13
MCH4708,Loke-Ganesan,5999.0,OTHER,SOLE_PROPRIETOR,Jalandhar,Punjab,2024-02-22 19:47:00,ACTIVE,1266.56
MCH4709,Ramakrishnan-Palla,4814.0,TELECOM,INDIVIDUAL,Blr,Karnataka,2026-02-15 00:00:00,ACTIVE,1190.3
MCH4712,"  Gulati, Koshy and Purohit  ",5812.0,FOOD & DINING,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-06-13 19:51:00,SUSPENDED,576.59
MCH4713,Sura-Boase,,CLOTHING,SOLE_PROPRIETOR,Amritsar,Punjab,2023-12-04 00:00:00,ACTIVE,1694.6
MCH4716,Goda-Agate,5411.0,GROCERY,SOLE_PROPRIETOR,Dilli,Delhi,2026-01-07 00:00:00,ACTIVE,1438.61
MCH4717,Bir Ltd,4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-11-14 00:00:00,ACTIVE,7107.16
MCH4720,sha ltd,5411.0,GROCERY,PARTNERSHIP,Chennai,Tamil Nadu,2024-04-05 00:00:00,ACTIVE,874.68
MCH4723,kanda ltd,5999.0,RETAIL OTHER,INDIVIDUAL,Chennai,Tamil Nadu,2024-08-27 00:00:00,ACTIVE,649.83
MCH4725,Joshi PLC,5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Amritsar,Punjab,2023-05-23 00:00:00,ACTIVE,639.24
MCH4727,Dua-Mishra,5311.0,DEPARTMENT STORE,SOLE_PROPRIETOR,Pune,Maharashtra,2024-05-18 00:00:00,ACTIVE,1242.0
MCH4729,"Karpe, Dhaliwal and Subramanian",7011.0,HOTEL & LODGING,PARTNERSHIP,Amritsar,Punjab,2024-01-14 00:00:00,ACTIVE,2525.97
MCH4732,"RAMANATHAN, KANDA AND KARNIK",5812.0,EATING PLACE,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2025-08-13 05:58:00,ACTIVE,3954.51
MCH4733,  Sankar Inc  ,5411.0,GROCERY,SOLE_PROPRIETOR,Jaipur,Rajasthan,2023-01-25 00:00:00,ACTIVE,1176.53
MCH4736,"Jani, Chaudhry and Chaudhuri",4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Delhi,Delhi,2025-07-06 00:00:00,ACTIVE,
MCH4737,"Aurora, Mallick and Dugar",5942.0,BOOKS & STATIONERY,INDIVIDUAL,Jalandhar,Punjab,2024-08-27 00:00:00,INACTIVE,489.0
MCH4738,Jha PLC,,RETAIL OTHER,SOLE_PROPRIETOR,Bengaluru,Karnataka,2024-05-24 22:20:53,INACTIVE,1636.42
MCH4739,Karpe-Doshi,5411.0,GROCERY STORES,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-10-20 00:00:00,ACTIVE,-1100.69
MCH4741,KARA AND SONS,,OTHER,PARTNERSHIP,Jaipur,Rajasthan,2023-02-13 00:00:00,ACTIVE,2009.21
MCH4743,Ahluwalia-Bansal,,PHARMACY,PRIVATE_LIMITED,Ludhiana,Punjab,2023-08-23 00:00:00,INACTIVE,486.29
MCH4744,Tiwari-Bedi,5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Pune,Maharashtra,2024-07-13 00:00:00,INACTIVE,1636.0
MCH4745,Divan-Rao,5311.0,DEPARTMENT STORE,SOLE_PROPRIETOR,Jalandhar,Punjab,2023-12-05 00:00:00,ACTIVE,778.92
MCH4746,"Srivastava, Bhattacharyya and Morar",599.0,OTHER,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2025-07-29 00:00:00,INACTIVE,402.85
MCH4747,issac plc,4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Mumbai,Maharashtra,2023-07-07 09:40:00,INACTIVE,
MCH4749,Sane-Kota,701.0,HOTEL & LODGING,PARTNERSHIP,Ludhiana,Punjab,2025-08-28 00:00:00,ACTIVE,2066.82
MCH4752,"  Chaudhuri, Sampath and Wali  ",5311.0,DEPARTMENT STORE,INDIVIDUAL,Bengaluru,Karnataka,2024-01-10 00:00:00,ACTIVE,399.3
MCH4754,"Chhabra, Setty and Srinivasan",5699.0,APPAREL,PRIVATE_LIMITED,Hyderabad,Telangana,2023-04-12 00:00:00,INACTIVE,2016.37
MCH4760,"Kalla, Mammen and Purohit",4814.0,TELECOM,INDIVIDUAL,New Delhi,Delhi,2024-10-27 00:00:00,ACTIVE,964.0
MCH4761,Khalsa PLC,5912.0,PHARMACY,INDIVIDUAL,Jaipur,Rajasthan,2025-01-17 07:20:16,INACTIVE,4970.84
MCH4765,madan-pandey,5699.0,CLOTHING,SOLE_PROPRIETOR,Hyderabad,Telangana,2025-12-03 12:56:00,ACTIVE,1004.95
MCH4767,Prasad Inc,,TELECOM,PRIVATE_LIMITED,Pune,Maharashtra,2023-06-20 00:00:00,INACTIVE,789.87
MCH4769,BARAL-PERI,5699.0,APPAREL,INDIVIDUAL,Jaipur,Rajasthan,2024-01-14 00:00:00,ACTIVE,-1758.52
MCH4770,Mahal-Sood,5411.0,GROCERY,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-12-17 00:00:00,INACTIVE,489.82
MCH4774,Wadhwa PLC,5311.0,DEPARTMENT STORE,PARTNERSHIP,Jalandhar,Punjab,2026-01-09 14:20:47,ACTIVE,374.94
MCH4775,"DIVAN, BUCH AND KUNDA",4814.0,TELECOM,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2025-07-07 00:00:00,INACTIVE,562.44
MCH4776,Bobal-Dutta,5411.0,GROCERY STORES,INDIVIDUAL,Hyderabad,Telangana,2026-02-26 11:47:00,ACTIVE,831.82
MCH4777,Babu-Choudhry,4814.0,TELECOM,INDIVIDUAL,Delhi,Delhi,2026-01-10 00:00:00,ACTIVE,373.4
MCH4778,wali llc,4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2025-01-02 00:00:00,ACTIVE,1242.33
MCH4781,"Mohan, Sharaf and Narula",,RETAIL,SOLE_PROPRIETOR,Dilli,Delhi,2024-01-08 00:00:00,ACTIVE,482.6
MCH4782,Salvi-Comar,7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Jalandhar,Punjab,2025-07-13 09:44:30,ACTIVE,876.5
MCH4786,  Peri-Kannan  ,5999.0,OTHER,PARTNERSHIP,Lucknow,Uttar Pradesh,2025-10-04 00:00:00,ACTIVE,
MCH4788,Chauhan-Kh0s1a,569.0,APPAREL,INDIVIDUAL,Bangalore,Karnataka,,ACTIVE,109.29
MCH4790,date plc,,HOTEL & LODGING,INDIVIDUAL,Amritsar,Punjab,2025-12-11 10:11:45,SUSPENDED,199.0
MCH4792,Agrawal-Prabhu,5812.0,FOOD & DINING,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2025-11-02 16:37:14,INACTIVE,1844.0
MCH4794,borra-dutt,701.0,HOTEL & LODGING,PRIVATE_LIMITED,Jpr,Rajasthan,2024-09-19 22:25:00,ACTIVE,1006.04
MCH4801,  Bhargava-Basak  ,5311.0,RETAIL,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2025-11-18 06:19:46,ACTIVE,2920.36
MCH4802,"  Mistry, Roy and Salvi  ",,DEPARTMENT STORE,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2024-08-23 18:00:36,INACTIVE,468.0
MCH4804,Swamy PLC,,APPAREL,PARTNERSHIP,Lucknow,Uttar Pradesh,2025-01-12 09:37:41,SUSPENDED,207.24
MCH4805,"KRISHNAN, BHATNAGAR AND PRASAD",,BOOKS & STATIONERY,PARTNERSHIP,Amritsar,Punjab,2025-07-12 00:00:00,ACTIVE,284.87
MCH4807,"Dutt, Pandey and Tella",5912.0,PHARMACY,INDIVIDUAL,Chennai,Tamil Nadu,2024-05-14 00:00:00,ACTIVE,1458.0
MCH4808,padmanabhan-pathak,5699.0,APPAREL,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2024-07-05 18:56:00,INACTIVE,-262.16
MCH4809,  Viswanathan PLC  ,7011.0,HOTEL & LODGING,INDIVIDUAL,Kolkata,West Bengal,2023-07-12 14:32:20,ACTIVE,1713.6
MCH4811,Rattan-Raval,5812.0,FOOD & DINING,PARTNERSHIP,Lucknow,Uttar Pradesh,2025-06-05 00:00:00,ACTIVE,-896.7
MCH4812,rai-aurora,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Jpr,Rajasthan,2025-09-07 00:00:00,ACTIVE,1732.91
MCH4815,"KARAN, BHATTACHARYYA AND SARAN",5912.0,PHARMACY,PRIVATE_LIMITED,Kolkata,West Bengal,2025-04-10 08:18:32,ACTIVE,1152.86
MCH4818,Deol Inc,5999.0,OTHER,INDIVIDUAL,Delhi,Delhi,2024-04-29 00:00:00,ACTIVE,316.0
MCH4821,"Kade, Dhawan and Kadakia",5411.0,GROCERY,PRIVATE_LIMITED,Mumbai,Maharashtra,2024-03-14 00:00:00,ACTIVE,2277.0
MCH4822,SAMA-KEER,4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Hyderabad,Telangana,2025-08-07 00:00:00,ACTIVE,736.6
MCH4827,"Deol, Rastogi and Khatri",481.0,TELECOM,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2024-10-05 03:12:00,ACTIVE,810.0
MCH4831,GALA GROUP,5311.0,DEPARTMENT STORE,SOLE_PROPRIETOR,Pune,Maharashtra,2025-05-05 00:00:00,ACTIVE,1889.75
MCH4835,  Hari Inc  ,5912.0,PHARMACY,INDIVIDUAL,Hyderabad,Telangana,2024-10-06 00:00:00,ACTIVE,348.86
MCH4836,"  Sidhu, Krish and Wadhwa  ",5812.0,FOOD & DINING,INDIVIDUAL,Pune,Maharashtra,2025-11-15 20:13:55,ACTIVE,431.0
MCH4838,SRINIVASAN LTD,5699.0,APPAREL,PARTNERSHIP,Ludhiana,Punjab,2023-11-05 10:10:13,ACTIVE,193.54
MCH4839,Sura-Mall,,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Ludhiana,Punjab,2025-12-08 00:00:00,ACTIVE,682.13
MCH4841,"Soman, Chhabra and Rau",5812.0,FOOD & DINING,INDIVIDUAL,Hyderabad,Telangana,2025-06-04 00:00:00,ACTIVE,611.25
MCH4842,Pa11a LLC,5942.0,BOOKS & STATIONERY,INDIVIDUAL,Kolkata,West Bengal,2024-12-19 00:00:00,ACTIVE,3127.0
MCH4843,KURUVILLA-PILLAY,4814.0,TELECOM,INDIVIDUAL,Bengaluru,Karnataka,2025-08-18 00:00:00,ACTIVE,-898.89
MCH4844,Trivedi-De01,7011.0,HOTEL & LODGING,INDIVIDUAL,Bengaluru,Karnataka,2024-06-23 06:58:47,ACTIVE,798.53
MCH4846,arora-raghavan,5999.0,RETAIL OTHER,PRIVATE_LIMITED,Jaipur,Rajasthan,2025-09-12 15:21:55,ACTIVE,-1546.33
MCH4847,Dhillon-Pillay,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2023-10-12 00:00:00,ACTIVE,2178.15
MCH4848,"Borra, Balakrishnan and Chad",5699.0,APPAREL,PARTNERSHIP,Delhi,Delhi,2024-06-18 00:00:00,ACTIVE,3072.49
MCH4856,Aurora Ltd,4814.0,TELECOM,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-05-13 21:42:00,INACTIVE,3394.14
MCH4857,Sethi-Soni,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Ludhiana,Punjab,2026-02-28 06:57:59,ACTIVE,278.84
MCH4858,MALHOTRA-DOCTOR,4814.0,TELECOM,INDIVIDUAL,Ludhiana,Punjab,2024-11-20 00:00:00,ACTIVE,7460.92
MCH4859,VASA-RAJU,5812.0,FOOD & DINING,SOLE_PROPRIETOR,Hyderabad,Telangana,2025-03-17 02:59:45,ACTIVE,214.0
MCH4863,GILL PLC,5812.0,FOOD & DINING,INDIVIDUAL,Hyderabad,Telangana,2024-01-07 00:00:00,ACTIVE,552.87
MCH4864,Date Ltd,5411.0,GROCERY,PRIVATE_LIMITED,Blr,Karnataka,2023-06-12 01:02:00,ACTIVE,4042.64
MCH4867,"Nath, Taneja and Dey",581.0,EATING PLACE,PARTNERSHIP,Bangalore,Karnataka,2024-05-08 00:00:00,ACTIVE,726.56
MCH4870,Rana Inc,481.0,TELECOM,INDIVIDUAL,Amritsar,Punjab,2024-12-07 12:35:00,SUSPENDED,1127.0
MCH4871,KUNDA LTD,5812.0,FOOD & DINING,PARTNERSHIP,Lucknow,Uttar Pradesh,2024-09-02 06:08:34,SUSPENDED,648.87
MCH4874,"chanda, bahl and kohli",5699.0,APPAREL,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-12-02 00:00:00,ACTIVE,709.03
MCH4875,"Sangha, Sodhi and Banik",5999.0,RETAIL OTHER,SOLE_PROPRIETOR,Kolkata,West Bengal,2023-12-03 09:59:00,INACTIVE,303.18
MCH4876,"Dugar, Prasad and Pal",5812.0,FOOD & DINING,PARTNERSHIP,Chennai,Tamil Nadu,2023-09-09 00:00:00,ACTIVE,1346.64
MCH4881,"Wadhwa, Morar and Kara",5912.0,PHARMACY,SOLE_PROPRIETOR,Jalandhar,Punjab,2023-08-26 00:00:00,ACTIVE,367.72
MCH4884,"Reddy, Wason and Magar",413.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Kolkata,West Bengal,2023-05-16 00:00:00,INACTIVE,2421.0
MCH4886,Mangat-Gh0se,5999.0,MISC RETAIL,SOLE_PROPRIETOR,Pune,Maharashtra,2023-11-03 00:00:00,ACTIVE,551.0
MCH4888,Saha-Jani,4814.0,TELECOM,SOLE_PROPRIETOR,Ludhiana,Punjab,2025-11-20 00:00:00,ACTIVE,308.77
MCH4889,Bhatti-Kapoor,5999.0,MISC RETAIL,INDIVIDUAL,Jalandhar,Punjab,2025-01-26 00:00:00,ACTIVE,2464.23
MCH4893,jani-verma,413.0,TRANSPORT & TRAVEL,PARTNERSHIP,Jalandhar,Punjab,2023-08-11 22:02:04,ACTIVE,1601.52
MCH4897,Bahl PLC,4131.0,TRANSPORT & TRAVEL,PARTNERSHIP,Amritsar,Punjab,2024-09-03 00:00:00,ACTIVE,6953.87
MCH4900,Karpe PLC,5411.0,GROCERY STORES,SOLE_PROPRIETOR,Jalandhar,Punjab,2025-02-04 00:00:00,ACTIVE,2695.78
MCH4902,"Pingle, Choudhary and Raghavan",7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Bengaluru,Karnataka,2023-03-31 00:00:00,ACTIVE,482.41
MCH4903,Khatri Gr0up,5311.0,DEPARTMENT STORE,INDIVIDUAL,Delhi,Delhi,2024-07-07 00:00:00,ACTIVE,
MCH4904,"Vohra, Lanka and Bumb",4814.0,TELECOM,PARTNERSHIP,Chennai,Tamil Nadu,2023-09-25 03:37:00,ACTIVE,1946.13
MCH4906,Gaba LLC,5812.0,FOOD & DINING,PRIVATE_LIMITED,Jaipur,Rajasthan,2024-01-31 00:00:00,ACTIVE,1902.8
MCH4909,"Sharaf, Lalla and Rattan",,BOOKS & STATIONERY,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-02-16 20:04:00,SUSPENDED,650.04
MCH4911,"Nigam, Mahajan and Misra",5411.0,GROCERY,INDIVIDUAL,Bengaluru,Karnataka,2025-06-14 00:00:00,ACTIVE,689.3
MCH4912,Devi Group,,GROCERY,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-07-07 01:25:23,ACTIVE,1738.86
MCH4913,Baral-Bhattacharyya,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Amritsar,Punjab,2023-05-19 19:12:00,INACTIVE,697.03
MCH4914,BORA INC,,DEPARTMENT STORE,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-05-12 00:00:00,ACTIVE,4227.85
MCH4916,  Rama-Patel  ,5942.0,BOOKS & STATIONERY,INDIVIDUAL,Delhi,Delhi,2025-06-24 22:01:00,ACTIVE,-2293.01
MCH4917,"Bhat, Saha and Wable",4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Jaipur,Rajasthan,2025-04-14 00:00:00,ACTIVE,6159.51
MCH4918,GANESH INC,,HOTEL & LODGING,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-12-09 00:00:00,ACTIVE,651.04
MCH4922,Cheema Group,5999.0,MISC RETAIL,PARTNERSHIP,Hyderabad,Telangana,2024-03-20 00:00:00,ACTIVE,324.81
MCH4926,Shankar Ltd,5812.0,FOOD & DINING,INDIVIDUAL,Hyderabad,Telangana,2024-12-28 03:14:33,ACTIVE,
MCH4927,mohan plc,5699.0,APPAREL,INDIVIDUAL,Jpr,Rajasthan,2025-03-04 00:00:00,ACTIVE,1972.99
MCH4928,"NARANG, BEDI AND SACHAR",5699.0,APPAREL,PRIVATE_LIMITED,Jalandhar,Punjab,2025-09-25 00:00:00,ACTIVE,3146.1
MCH4930,Dasgupta-Dua,,FOOD & DINING,PARTNERSHIP,Jaipur,Rajasthan,2025-06-25 14:06:00,ACTIVE,-1023.36
MCH4932,KHOSLA AND SONS,5812.0,FOOD & DINING,SOLE_PROPRIETOR,Jalandhar,Punjab,2024-08-09 02:55:00,INACTIVE,340.55
MCH4934,Shroff Inc,5912.0,PHARMACY,PRIVATE_LIMITED,Asr,Punjab,2025-08-12 00:00:00,ACTIVE,1471.24
MCH4936,"Bhalla, Gour and Khare",5411.0,GROCERY,INDIVIDUAL,Jalandhar,Punjab,2025-10-14 00:00:00,ACTIVE,739.83
MCH4937,Mand and Sons,5912.0,PHARMACY,PARTNERSHIP,Kolkata,West Bengal,,INACTIVE,2054.97
MCH4939,Bath-Kumer,4814.0,TELECOM,PARTNERSHIP,Delhi,Delhi,2023-10-06 12:33:00,ACTIVE,1620.24
MCH4943,Sawhney-Dugar,7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2023-07-16 00:00:00,INACTIVE,470.52
MCH4944,"Pillai, Kurian and Sunder",,GROCERY,SOLE_PROPRIETOR,Mumbai,Maharashtra,2023-04-08 22:00:12,ACTIVE,907.45
MCH4947,M0han-Sah0ta,413.0,TRANSPORT & TRAVEL,INDIVIDUAL,Mumbay,Maharashtra,2025-04-22 00:00:00,ACTIVE,1906.18
MCH4948,Dass-Dhaliwal,581.0,FOOD & DINING,PARTNERSHIP,Jalandhar,Punjab,2024-06-25 00:00:00,ACTIVE,-1356.31
MCH4951,"natt, dyal and gill",5411.0,GROCERY,PRIVATE_LIMITED,Pune,Maharashtra,2026-01-02 00:00:00,ACTIVE,430.18
MCH4952,"Anne,ChoudhryandBhattacharyya",5812.0,FOOD & DINING,INDIVIDUAL,Dilli,Delhi,,ACTIVE,4302.0
MCH4956,Kant-Setty,5411.0,GROCERY,SOLE_PROPRIETOR,Jpr,Rajasthan,2025-01-22 00:00:00,ACTIVE,6450.59
MCH4957,Natt Ltd,5699.0,APPAREL,INDIVIDUAL,Lucknow,Uttar Pradesh,,ACTIVE,1324.11
MCH4958,Dara Inc,4814.0,TELECOM,PARTNERSHIP,Pune,Maharashtra,2025-03-30 00:00:00,ACTIVE,
MCH4962,venkataraman-mannan,5942.0,BOOKS & STATIONERY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-07-15 06:02:14,ACTIVE,266.61
MCH4963,AtwalLtd,5912.0,PHARMACY,SOLE_PROPRIETOR,Hyderabad,Telangana,2024-09-17 15:34:47,ACTIVE,
MCH4964,SARKAR-GODA,5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Pune,Maharashtra,2025-07-14 00:00:00,SUSPENDED,1517.0
MCH4965,"  Shukla, Brahmbhatt and Natarajan  ",5699.0,APPAREL,INDIVIDUAL,Pune,Maharashtra,2024-11-20 08:09:00,ACTIVE,168.46
MCH4967,Mallick PLC,4131.0,TRANSPORT & TRAVEL,PARTNERSHIP,Amritsar,Punjab,2025-08-22 00:00:00,ACTIVE,-3082.77
MCH4968,Choudhry Inc,4814.0,TELECOM,PARTNERSHIP,Jaipur,Rajasthan,,ACTIVE,1122.44
MCH4969,"Bobal, Garde and Upadhyay",4814.0,TELECOM,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2023-11-01 00:00:00,ACTIVE,817.93
MCH4971,"Gopal, Jayaraman and Narayan",5942.0,BOOK STORE,INDIVIDUAL,Lucknow,Uttar Pradesh,2024-11-20 07:33:00,ACTIVE,650.74
MCH4972,Seshadri-Dalal,5311.0,DEPARTMENT STORES,PARTNERSHIP,Pune,Maharashtra,2025-10-03 00:00:00,ACTIVE,-1064.98
MCH4973,vala-raval,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Chennai,Tamil Nadu,2024-05-04 00:00:00,ACTIVE,859.46
MCH4974,Krishna PLC,5699.0,APPAREL,INDIVIDUAL,Kolkata,West Bengal,2023-04-18 00:00:00,SUSPENDED,1458.56
