txn_id,timestamp,user_id,merchant_id,amount_inr,utr,utr_valid,mcc,status,merchant_name,merchant_category,merchant_status,city,state,kyc_status,risk_segment,occupation,chargeback_count,chargeback_amount,has_chargeback,risk_flag,date,hour,month
TXN00016775,2026-02-14 03:46:44,USR89311,MCH1035,13735.01,UTR1357376324,True,5912.0,SUCCESS,  Minhas-Khatri  ,FOOD & DINING,ACTIVE,Mumbay,Maharashtra,REJECTED,LOW,Farmer,0.0,0.0,False,NONE,2026-02-14,3,2026-02
TXN00003396,2026-02-25 03:26:49,USR20874,MCH4932,24903.98,UTR0643270438,True,5912.0,SUCCESS,KHOSLA AND SONS,FOOD & DINING,INACTIVE,Jalandhar,Punjab,,,,0.0,0.0,False,NONE,2026-02-25,3,2026-02
TXN00019476,2026-01-26 00:00:00,USR70496,MCH5903,1876.24,UTR9998775742,True,5411.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-26,0,2026-01
TXN00001179,2026-01-19 20:19:36,USR53310,MCH8297,19028.0,UTR4618999468,True,5912.0,SUCCESS,Ghose PLC,TRANSPORT & TRAVEL,ACTIVE,Kolkata,West Bengal,VERIFIED,LOW,Self Employed,0.0,0.0,False,NONE,2026-01-19,20,2026-01
TXN00016944,2026-11-02 14:33:26,USR42231,MCH8594,11984.44,UTR5687893702,True,5411.0,SUCCESS,,,,,,VERIFIED,LOW,Student,0.0,0.0,False,NONE,2026-11-02,14,2026-11
TXN00015203,2026-03-26 00:36:08,USR85926,MCH7731,10857.57,UTR7070426631,True,5411.0,SUCCESS,DalalPLC,HOTEL & LODGING,ACTIVE,Chennai,Tamil Nadu,PENDING,MEDIUM,Freelancer,0.0,0.0,False,NONE,2026-03-26,0,2026-03
TXN00013638,2026-01-06 07:40:02,USR88522,MCH2602,11247.74,UTR3077913718,True,5411.0,FAILED,,,,,,,,,0.0,0.0,False,NONE,2026-01-06,7,2026-01
TXN00011136,2026-01-15 04:31:27,USR80577,MCH6838,4064.12,UTR3795621739,True,5912.0,SUCCESS,Wali-Nair,PHARMACY,ACTIVE,Delhi,Delhi,PENDING,MEDIUM,Student,1.0,4064.12,True,CHARGEBACK_LINKED,2026-01-15,4,2026-01
TXN00010819,2026-02-22 13:38:05,USR30585,MCH3946,5050.48,UTR9302808671,True,5411.0,SUCCESS,Dhar-Buch,FOOD & DINING,ACTIVE,Delhi,Delhi,,,,0.0,0.0,False,NONE,2026-02-22,13,2026-02
TXN00015729,2026-02-22 08:14:23,USR59541,MCH1329,9837.23,UTR0371993655,True,5912.0,SUCCESS,,,,,,,,,1.0,5873.9,True,CHARGEBACK_LINKED,2026-02-22,8,2026-02
TXN00000188,2026-02-23 17:06:35,USR23711,MCH8140,13884.47,UTR0792079270,True,5912.0,SUCCESS,"  Chokshi, Johal and Sachdeva  ",FOOD & DINING,ACTIVE,Kolkata,West Bengal,VERIFIED,LOW,Student,0.0,0.0,False,NONE,2026-02-23,17,2026-02
TXN00011871,2026-01-18 00:08:20,USR66615,MCH5575,24673.0,UTR6452386805,True,,SUCCESS,  Sandal LLC  ,GROCERY,ACTIVE,Chennai,Tamil Nadu,VERIFIED,LOW,Retired,0.0,0.0,False,NONE,2026-01-18,0,2026-01
TXN00008820,2026-01-19 02:23:02,USR65241,MCH9854,8563.22,UTR2411723583,True,4131.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-19,2,2026-01
TXN00011000,2026-01-15 08:44:20,USR54601,MCH1100,14106.48,UTR1990002950,True,5912.0,FAILED,swamy inc,RETAIL,INACTIVE,Ludhiana,Punjab,,,,0.0,0.0,False,NONE,2026-01-15,8,2026-01
TXN00019700,2026-02-09 23:42:00,USR87434,MCH2229,15017.94,,False,5812.0,SUCCESS,"Kala, Baral and Subramanian",DEPARTMENT STORE,ACTIVE,Mumbai,Maharashtra,,,,0.0,0.0,False,INVALID_OR_MISSING_UTR,2026-02-09,23,2026-02
TXN00017142,2026-03-23 09:48:35,USR47601,MCH6002,23964.26,UTR0316456263,True,,SUCCESS,Bal Group,PHARMACY,ACTIVE,Dilli,Delhi,,,,0.0,0.0,False,NONE,2026-03-23,9,2026-03
TXN00002734,2026-03-31 17:47:58,USR70941,MCH4805,23945.17,UTR0742412782,True,5912.0,SUCCESS,"KRISHNAN, BHATNAGAR AND PRASAD",BOOKS & STATIONERY,ACTIVE,Amritsar,Punjab,,,,0.0,0.0,False,NONE,2026-03-31,17,2026-03
TXN00015919,2026-02-27 09:35:13,USR88342,MCH8308,20556.35,UTR3603172523,True,4131.0,SUCCESS,Thakkar PLC,HOTEL & LODGING,ACTIVE,Mumbai,Maharashtra,,,,0.0,0.0,False,NONE,2026-02-27,9,2026-02
TXN00000748,2026-03-19 06:52:19,USR58033,MCH7410,13593.39,UTR8298421432,True,4131.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-19,6,2026-03
TXN00008370,2026-05-03 21:55:31,USR63166,MCH3790,2836.36,UTR7320724610,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-05-03,21,2026-05
TXN00003672,2026-12-02 14:51:26,USR53908,MCH5590,1249.86,UTR3099958077,True,4131.0,SUCCESS,"Bhandari, M0re and Bhatti",TRANSPORT & TRAVEL,INACTIVE,Pune,Maharashtra,,,,0.0,0.0,False,NONE,2026-12-02,14,2026-12
TXN00000258,2026-02-21 17:17:43,USR29331,MCH7438,17403.78,UTR3415000610,True,,FAILED,,,,,,VERIFIED,MEDIUM,Farmer,0.0,0.0,False,NONE,2026-02-21,17,2026-02
TXN00015918,2026-03-24 23:59:45,USR41884,MCH6327,14397.99,UTR6739733832,True,5411.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-24,23,2026-03
TXN00007769,2026-03-02 06:15:36,USR43353,MCH1864,2582.62,UTR3909127016,True,5812.0,SUCCESS,,,,,,,,,1.0,813.25,True,CHARGEBACK_LINKED,2026-03-02,6,2026-03
TXN00017429,2026-02-21 12:09:01,USR36805,MCH6314,24748.18,UTR4255124734,True,4131.0,SUCCESS,"kuruvilla, lalla and mallick",APPAREL,ACTIVE,Lucknow,Uttar Pradesh,,,,0.0,0.0,False,NONE,2026-02-21,12,2026-02
TXN00003941,2026-01-11 09:21:58,USR40384,MCH2771,18934.5,UTR2075306941,True,7011.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-11,9,2026-01
TXN00003277,2026-03-10 10:32:17,USR80806,MCH9193,21084.72,UTR4950108268,True,7011.0,SUCCESS,Ramachandran-Rao,APPAREL,ACTIVE,Bengaluru,Karnataka,,,,0.0,0.0,False,NONE,2026-03-10,10,2026-03
TXN00003585,2026-02-15 20:00:20,USR17821,MCH1633,10176.05,UTR6192056574,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-15,20,2026-02
TXN00012501,2026-01-18 23:17:05,USR12090,MCH7187,20169.8,UTR5972157614,True,,SUCCESS,Sandhu Inc,FOOD & DINING,ACTIVE,Asr,Punjab,,,,0.0,0.0,False,NONE,2026-01-18,23,2026-01
TXN00016366,2026-01-12 11:46:39,USR96960,MCH6985,9763.32,UTR3215997914,True,5812.0,FAILED,Devi-Radhakrishnan,BOOKS & STATIONERY,ACTIVE,Jalandhar,Punjab,,,,0.0,0.0,False,NONE,2026-01-12,11,2026-01
TXN00017687,2026-02-14 01:56:52,USR25013,MCH9534,3927.67,UTR4402666665,True,4131.0,SUCCESS,DESHMUKH-YADAV,HOTEL & LODGING,ACTIVE,Hyderabad,Telangana,VERIFIED,LOW,Unemployed,0.0,0.0,False,NONE,2026-02-14,1,2026-02
TXN00005634,2026-08-01 22:55:29,USR19526,MCH1836,4713.92,UTR8485089236,True,5411.0,SUCCESS,"  Nazareth, Bahl and Manda  ",GROCERY,ACTIVE,Hyderabad,Telangana,,,,0.0,0.0,False,NONE,2026-08-01,22,2026-08
TXN00004704,2026-01-16 08:07:41,USR34218,MCH1237,14888.21,UTR5884422317,True,,SUCCESS,Agarwal-Kibe,HOTEL & LODGING,ACTIVE,Mumbay,Maharashtra,VERIFIED,HIGH,Freelancer,0.0,0.0,False,HIGH_RISK_USER,2026-01-16,8,2026-01
TXN00010022,2026-02-06 20:59:59,USR54989,MCH8437,722.72,UTR6899886079,True,7011.0,SUCCESS,  Sinha LLC  ,HOTEL & LODGING,INACTIVE,Kolkata,West Bengal,,,,0.0,0.0,False,NONE,2026-02-06,20,2026-02
TXN00019441,2026-12-01 05:52:41,USR49851,MCH9911,12852.0,UTR5182860276,True,,SUCCESS,"Pal, Dash and Nagi",TRANSPORT & TRAVEL,ACTIVE,Mumbai,Maharashtra,,,,0.0,0.0,False,NONE,2026-12-01,5,2026-12
TXN00011063,2026-01-14 07:03:47,USR80837,MCH4643,21532.62,UTR4331999405,True,4131.0,SUCCESS,Barad and Sons,BOOKS & STATIONERY,SUSPENDED,Ludhiana,Punjab,,,,0.0,0.0,False,NONE,2026-01-14,7,2026-01
TXN00002032,2026-01-06 19:45:56,USR54223,MCH8471,14137.6,UTR8925419779,True,7011.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-06,19,2026-01
TXN00000282,2026-02-06 06:07:58,USR37851,MCH1697,8456.5,UTR6159867903,True,4131.0,FAILED,Sodhi-Ramakrishnan,TELECOM,SUSPENDED,Lucknow,Uttar Pradesh,,,,0.0,0.0,False,NONE,2026-02-06,6,2026-02
TXN00019695,2026-01-23 13:36:02,USR50308,MCH1966,17962.97,UTR9375902235,True,5411.0,SUCCESS,Munshi-Bath,TRANSPORT & TRAVEL,SUSPENDED,Bangalore,Karnataka,,,,1.0,1782.96,True,CHARGEBACK_LINKED,2026-01-23,13,2026-01
TXN00016402,2026-03-30 01:25:38,USR89234,MCH8360,19895.24,,False,4131.0,SUCCESS,,,,,,,,,0.0,0.0,False,INVALID_OR_MISSING_UTR,2026-03-30,1,2026-03
TXN00006060,2026-01-13 10:07:53,USR65839,MCH6402,20800.22,UTR1405875098,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-13,10,2026-01
TXN00005256,2026-03-29 14:58:05,USR76062,MCH7207,12019.19,UTR2949215949,True,,FAILED,,,,,,,,,0.0,0.0,False,NONE,2026-03-29,14,2026-03
TXN00003142,2026-01-14 07:19:04,USR68334,MCH1879,23019.96,UTR2610434426,True,7011.0,SUCCESS,muni-sachdeva,OTHER,ACTIVE,Chennai,Tamil Nadu,,,,0.0,0.0,False,NONE,2026-01-14,7,2026-01
TXN00011425,2026-10-01 21:01:47,USR27557,MCH1739,20785.0,UTR9536158951,True,,SUCCESS,Joshi Group,BOOK STORE,INACTIVE,Ludhiana,Punjab,VERIFIED,LOW,Self Employed,1.0,-3369.42,True,CHARGEBACK_LINKED,2026-10-01,21,2026-10
TXN00010309,2026-02-20 18:57:25,USR24652,MCH8866,22707.0,UTR9818065464,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-20,18,2026-02
TXN00016663,2026-02-24 20:04:19,USR68202,MCH7602,21727.49,UTR6932136854,True,4131.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-24,20,2026-02
TXN00017067,2026-07-02 01:06:25,USR51158,MCH6261,13656.82,UTR3082026934,True,,SUCCESS,,,,,,VERIFIED,LOW,Unemployed,0.0,0.0,False,NONE,2026-07-02,1,2026-07
TXN00000145,2026-02-08 09:53:20,USR32344,MCH5599,-7128.16,UTR9390347423,True,,SUCCESS,Peri-Bhatti,BOOK STORE,ACTIVE,Mumbay,Maharashtra,,,,0.0,0.0,False,NONE,2026-02-08,9,2026-02
TXN00013107,2026-01-21 22:20:28,USR34733,MCH9675,9686.57,UTR0578878448,True,4131.0,SUCCESS,Mand-Varkey,PHARMACY,INACTIVE,Jalandhar,Punjab,,,,3.0,5623.62,True,CHARGEBACK_LINKED,2026-01-21,22,2026-01
TXN00010801,2026-01-28 23:57:25,USR31787,MCH1123,8786.91,UTR6380471717,True,5411.0,SUCCESS,,,,,,VERIFIED,MEDIUM,Salaried,0.0,0.0,False,NONE,2026-01-28,23,2026-01
TXN00013722,2026-02-22 12:57:22,USR45300,MCH1303,18705.0,UTR1247754594,True,,SUCCESS,,,,,,REJECTED,MEDIUM,Student,0.0,0.0,False,NONE,2026-02-22,12,2026-02
TXN00010300,2026-03-18 11:39:25,USR50736,MCH1491,21142.2,UTR4196400799,True,5912.0,SUCCESS,"Sarna, Chand and Goda",TELECOM,ACTIVE,Ludhiana,Punjab,PENDING,LOW,Salaried,0.0,0.0,False,NONE,2026-03-18,11,2026-03
TXN00006005,2026-03-16 07:41:04,USR16446,MCH8651,3938.53,UTR5294164928,True,,SUCCESS,,,,,,VERIFIED,MEDIUM,Gig Worker,0.0,0.0,False,NONE,2026-03-16,7,2026-03
TXN00008745,2026-02-03 00:00:00,USR75946,MCH9261,12918.5,UTR5629660975,True,5411.0,SUCCESS,Gupta-Manne,EATING PLACE,ACTIVE,Jaipur,Rajasthan,,,,0.0,0.0,False,NONE,2026-02-03,0,2026-02
TXN00002368,2026-03-17 04:38:01,USR54276,MCH2398,13970.47,UTR4830182095,True,,SUCCESS,"Nagarajan, Radhakrishnan and Amble",DEPARTMENT STORE,ACTIVE,Kolkata,West Bengal,,,,1.0,4581.54,True,CHARGEBACK_LINKED,2026-03-17,4,2026-03
TXN00012743,2026-03-29 00:34:17,USR89118,MCH5731,12203.82,UTR8708499299,True,,FAILED,,,,,,VERIFIED,LOW,Business Owner,0.0,0.0,False,NONE,2026-03-29,0,2026-03
TXN00001043,2026-02-19 00:00:00,USR37342,MCH3345,7975.63,UTR7808740954,True,,PENDING,,,,,,,,,0.0,0.0,False,NONE,2026-02-19,0,2026-02
TXN00017281,2026-03-24 00:06:56,USR18028,MCH2162,9497.55,UTR9733099773,True,4131.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-24,0,2026-03
TXN00010451,2026-03-22 05:50:46,USR55787,MCH3225,18225.26,UTR6311102422,True,7011.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-22,5,2026-03
TXN00009368,2026-02-22 03:13:30,USR83428,MCH9886,20141.46,UTR7442262192,True,5411.0,SUCCESS,,,,,,,,,1.0,2931.23,True,CHARGEBACK_LINKED,2026-02-22,3,2026-02
TXN00017332,2026-01-19 17:21:43,USR30285,MCH1481,15260.36,UTR9574355620,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-19,17,2026-01
TXN00008774,2026-03-29 23:13:36,USR59209,MCH1550,10291.0,UTR1476275139,True,5411.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-29,23,2026-03
TXN00006432,2026-01-26 09:36:07,USR83060,MCH1664,23532.56,UTR8899916450,True,,SUCCESS,Karan Ltd,TRANSPORT & TRAVEL,ACTIVE,Chennai,Tamil Nadu,VERIFIED,LOW,Freelancer,0.0,0.0,False,NONE,2026-01-26,9,2026-01
TXN00013685,2026-01-02 04:38:04,USR92751,MCH2826,19738.07,UTR8682264908,True,5812.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-02,4,2026-01
TXN00017403,2026-02-03 11:29:15,USR62452,MCH8891,1653.76,UTR3247844176,True,7011.0,SUCCESS,"Natt,ManeandPau",TELECOM,ACTIVE,Mumbai,Maharashtra,,,,0.0,0.0,False,NONE,2026-02-03,11,2026-02
TXN00010595,2026-02-23 16:00:50,USR62254,MCH5918,21495.0,UTR4216919912,True,5812.0,SUCCESS,bora-rege,APPAREL,ACTIVE,Pune,Maharashtra,VERIFIED,LOW,Self Employed,0.0,0.0,False,NONE,2026-02-23,16,2026-02
TXN00011446,2026-03-11 06:33:39,USR91446,MCH5380,20792.68,UTR7434249849,True,5912.0,SUCCESS,,,,,,VERIFIED,HIGH,Farmer,0.0,0.0,False,HIGH_RISK_USER,2026-03-11,6,2026-03
TXN00007170,2026-03-12 15:01:26,USR87374,MCH9476,6051.7,UTR1203355669,True,5411.0,SUCCESS,Sama PLC,FOOD & DINING,ACTIVE,Hyderabad,Telangana,,,,1.0,468.0,True,CHARGEBACK_LINKED,2026-03-12,15,2026-03
TXN00010238,2026-02-08 00:00:00,USR85221,MCH4089,8323.5,UTR2827830004,True,5812.0,SUCCESS,Mistry and Sons,GROCERY,ACTIVE,Mumbai,Maharashtra,,,,1.0,581.0,True,CHARGEBACK_LINKED,2026-02-08,0,2026-02
TXN00003571,2026-01-01 07:01:35,USR18912,MCH6114,7853.75,UTR8249273203,True,,SUCCESS,"  Khurana, Chowdhury and Chaudhary  ",TELECOM,ACTIVE,Chennai,Tamil Nadu,,,,0.0,0.0,False,NONE,2026-01-01,7,2026-01
TXN00003474,2026-01-16 12:10:01,USR89325,MCH1679,17493.99,UTR5032334636,True,5411.0,SUCCESS,"Chawla, Sura and Pal",TRANSPORT & TRAVEL,SUSPENDED,Lucknow,Uttar Pradesh,,,,0.0,0.0,False,NONE,2026-01-16,12,2026-01
TXN00012119,2026-01-15 04:04:17,USR20526,MCH7513,19725.88,UTR3960518722,True,5411.0,SUCCESS,Buch Inc,FOOD & DINING,ACTIVE,Kolkata,West Bengal,,,,0.0,0.0,False,NONE,2026-01-15,4,2026-01
TXN00003523,2026-02-05 03:01:11,USR86299,MCH1476,6721.37,UTR5185297596,True,5411.0,FAILED,,,,,,,,,0.0,0.0,False,NONE,2026-02-05,3,2026-02
TXN00012958,2026-11-01 17:20:53,USR39958,MCH2830,22329.54,,False,5411.0,SUCCESS,"Joshi,ChaudhariandToor",GROCERY STORES,ACTIVE,Bangalore,Karnataka,,,,1.0,1142.21,True,CHARGEBACK_LINKED,2026-11-01,17,2026-11
TXN00014542,2026-01-30 23:40:10,USR60900,MCH8853,14958.87,UTR3172248319,True,5411.0,SUCCESS,,,,,,VERIFIED,UNKNOWN,Self Employed,0.0,0.0,False,NONE,2026-01-30,23,2026-01
TXN00003686,2026-03-13 00:33:33,USR34899,MCH7241,14148.88,UTR8338176207,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-13,0,2026-03
TXN00019789,2026-02-20 19:15:49,USR91373,MCH1327,22334.64,UTR3610474658,True,5812.0,SUCCESS,GandhiPLC,APPAREL,ACTIVE,Lucknow,Uttar Pradesh,,,,0.0,0.0,False,NONE,2026-02-20,19,2026-02
TXN00003226,2026-09-03 00:58:56,USR21588,MCH9457,22272.0,UTR1331543525,True,5912.0,FAILED,"Grover, Deep and Subramaniam",TRANSPORT & TRAVEL,ACTIVE,Blr,Karnataka,VERIFIED,MEDIUM,Student,0.0,0.0,False,NONE,2026-09-03,0,2026-09
TXN00002142,2026-02-12 22:02:15,USR60002,MCH3232,13524.44,UTR7299880158,True,5411.0,SUCCESS,"Sarraf,ChaudhuriandAcharya",FOOD & DINING,ACTIVE,Kolkata,West Bengal,VERIFIED,LOW,Freelancer,1.0,13132.36,True,CHARGEBACK_LINKED,2026-02-12,22,2026-02
TXN00017653,2026-03-26 17:56:23,USR53656,MCH8855,14201.58,UTR9735793042,True,5812.0,SUCCESS,"Rau, Dua and Nadkarni",GROCERY,ACTIVE,Ludhiana,Punjab,,,,1.0,4402.84,True,CHARGEBACK_LINKED,2026-03-26,17,2026-03
TXN00010198,2026-01-01 02:01:18,USR97141,MCH4356,19068.71,UTR0326858999,True,4131.0,SUCCESS,"Basak, Sur and Sundaram",TELECOM,ACTIVE,Dilli,Delhi,VERIFIED,LOW,Self Employed,0.0,0.0,False,NONE,2026-01-01,2,2026-01
TXN00019813,2026-01-31 20:16:00,USR32681,MCH2812,22430.08,UTR1055216364,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-31,20,2026-01
TXN00000975,2026-03-05 06:41:54,USR49929,MCH6858,789.27,UTR2913015907,True,5912.0,SUCCESS,,,,,,VERIFIED,LOW,Freelancer,0.0,0.0,False,NONE,2026-03-05,6,2026-03
TXN00008971,2026-02-06 07:23:18,USR29248,MCH5971,2919.97,UTR8868785042,True,7011.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-06,7,2026-02
TXN00019161,2026-03-12 02:48:01,USR35149,MCH1896,16061.75,UTR4026297123,True,5411.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-12,2,2026-03
TXN00006937,2026-01-21 16:44:02,USR17904,MCH2645,7938.31,UTR8105761264,True,7011.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-21,16,2026-01
TXN00000390,2026-01-16 23:37:56,USR60262,MCH4747,20172.8,UTR3985468025,True,,SUCCESS,issac plc,TRANSPORT & TRAVEL,INACTIVE,Mumbai,Maharashtra,,,,0.0,0.0,False,NONE,2026-01-16,23,2026-01
TXN00014274,2026-02-07 08:20:03,USR72574,MCH5179,8960.09,UTR5589485421,True,5411.0,SUCCESS,,,,,,,,,1.0,3293.82,True,CHARGEBACK_LINKED,2026-02-07,8,2026-02
TXN00008062,2026-03-02 16:57:38,USR80995,MCH6920,6435.39,UTR7566529218,True,4131.0,SUCCESS,"Bhagat, Nadkarni and Dyal",DEPARTMENT STORES,ACTIVE,Kolkata,West Bengal,VERIFIED,HIGH,Salaried,0.0,0.0,False,HIGH_RISK_USER,2026-03-02,16,2026-03
TXN00014155,2026-02-25 07:03:58,USR89194,MCH5798,18917.5,UTR7192782361,True,,SUCCESS,DIVAN-MAHAL,EATING PLACE,ACTIVE,Jaipur,Rajasthan,,,,1.0,2193.93,True,CHARGEBACK_LINKED,2026-02-25,7,2026-02
TXN00019174,2026-02-12 00:00:00,USR10288,MCH8939,11412.83,,False,5411.0,PENDING,"DHAWAN, KAMDAR AND DALAL",FOOD & DINING,ACTIVE,Bangalore,Karnataka,VERIFIED,HIGH,Unemployed,0.0,0.0,False,HIGH_RISK_USER,2026-02-12,0,2026-02
TXN00013194,2026-02-16 04:46:39,USR61238,MCH9810,14224.78,UTR3807786597,True,4131.0,SUCCESS,,,,,,VERIFIED,LOW,Business Owner,1.0,14224.78,True,CHARGEBACK_LINKED,2026-02-16,4,2026-02
TXN00000472,2026-02-14 11:52:57,USR65381,MCH5643,24247.0,UTR2483040578,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-14,11,2026-02
TXN00008915,2026-02-24 02:41:49,USR75678,MCH7770,2104.27,UTR4752281670,True,7011.0,SUCCESS,,,,,,VERIFIED,MEDIUM,Unemployed,0.0,0.0,False,NONE,2026-02-24,2,2026-02
TXN00016888,2026-01-28 00:39:39,USR92250,MCH3742,14009.21,UTR1565021047,True,5411.0,SUCCESS,"Mall, Sarma and Merchant",OTHER,ACTIVE,Jalandhar,Punjab,,,,0.0,0.0,False,NONE,2026-01-28,0,2026-01
TXN00004210,2026-03-09 11:22:08,USR39648,MCH2492,1435.1,UTR5624448715,True,4131.0,SUCCESS,"dhawan, salvi and dara",FOOD & DINING,INACTIVE,Lucknow,Uttar Pradesh,,,,0.0,0.0,False,NONE,2026-03-09,11,2026-03
TXN00002674,2026-01-17 23:59:14,USR93269,MCH9457,4988.39,UTR6047687669,True,5812.0,SUCCESS,"Grover, Deep and Subramaniam",TRANSPORT & TRAVEL,ACTIVE,Blr,Karnataka,,,,1.0,1722.0,True,CHARGEBACK_LINKED,2026-01-17,23,2026-01
TXN00008152,2026-10-03 00:13:10,USR57344,MCH1080,20596.81,UTR1193031588,True,4131.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-10-03,0,2026-10
TXN00008687,2026-01-24 21:47:39,USR87803,MCH2576,7898.18,UTR6638609425,True,4131.0,SUCCESS,"Shan,SemandPau",DEPARTMENT STORES,ACTIVE,Hyderabad,Telangana,VERIFIED,HIGH,Salaried,0.0,0.0,False,HIGH_RISK_USER,2026-01-24,21,2026-01
TXN00019492,2026-02-02 23:53:17,USR89358,MCH6709,24538.21,UTR4616595632,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-02,23,2026-02
TXN00013868,2026-03-27 06:47:31,USR81848,MCH2670,6435.3,UTR1759446380,True,4131.0,SUCCESS,,,,,,REJECTED,LOW,Self Employed,0.0,0.0,False,NONE,2026-03-27,6,2026-03
TXN00011942,2026-01-23 20:39:45,USR47599,MCH4904,3232.14,,False,7011.0,PENDING,"Vohra, Lanka and Bumb",TELECOM,ACTIVE,Chennai,Tamil Nadu,,,,0.0,0.0,False,INVALID_OR_MISSING_UTR,2026-01-23,20,2026-01
TXN00019884,2026-03-16 22:50:26,USR22881,MCH3953,4329.78,UTR3035938118,True,5812.0,SUCCESS,"Ray, Minhas and Yohannan",GROCERY STORES,ACTIVE,Kolkata,West Bengal,,,,0.0,0.0,False,NONE,2026-03-16,22,2026-03
TXN00006025,2026-03-30 01:15:25,USR23318,MCH6547,2277.11,UTR7981146642,True,5812.0,SUCCESS,"Gupta,DewanandNadig",BOOKS & STATIONERY,INACTIVE,Hyderabad,Telangana,VERIFIED,HIGH,Farmer,0.0,0.0,False,HIGH_RISK_USER,2026-03-30,1,2026-03
TXN00010040,2026-03-08 07:13:01,USR27038,MCH6137,2502.28,UTR9588947901,True,5411.0,SUCCESS,"  Sidhu, Ahuja and Kumar  ",FOOD & DINING,ACTIVE,Bengaluru,Karnataka,,,,0.0,0.0,False,NONE,2026-03-08,7,2026-03
TXN00013093,2026-01-29 13:01:33,USR11130,MCH1216,4254.29,UTR5455321658,True,5912.0,SUCCESS,Mani Ltd,MISC RETAIL,ACTIVE,Amritsar,Punjab,PENDING,HIGH,Business Owner,0.0,0.0,False,HIGH_RISK_USER,2026-01-29,13,2026-01
TXN00002485,2026-03-18 02:23:13,USR68314,MCH5499,11572.26,UTR6980972341,True,5411.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-18,2,2026-03
TXN00002047,2026-03-12 00:11:35,USR74325,MCH2691,1701.03,UTR5828995222,True,7011.0,SUCCESS,PATHAK AND SONS,HOTEL & LODGING,ACTIVE,Lucknow,Uttar Pradesh,,,,0.0,0.0,False,NONE,2026-03-12,0,2026-03
TXN00010797,2026-01-08 18:48:38,USR53649,MCH7593,10218.1,UTR3017284701,True,,SUCCESS,,,,,,PENDING,HIGH,Farmer,0.0,0.0,False,HIGH_RISK_USER,2026-01-08,18,2026-01
TXN00002007,2026-03-12 20:07:13,USR67763,MCH7365,11249.0,UTR2931035385,True,5912.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-12,20,2026-03
TXN00012138,2026-02-01 09:13:03,USR79236,MCH6727,15203.2,UTR8959836393,True,5812.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-01,9,2026-02
TXN00015722,2026-02-06 05:48:50,USR71449,MCH4351,1781.99,UTR2480518189,True,5411.0,FAILED,,,,,,,,,0.0,0.0,False,NONE,2026-02-06,5,2026-02
TXN00013086,2026-02-20 18:09:35,USR61352,MCH9866,112.5,UTR0928561702,True,7011.0,SUCCESS,Sane-Dar,TELECOM,ACTIVE,Lucknow,Uttar Pradesh,,,,0.0,0.0,False,NONE,2026-02-20,18,2026-02
TXN00017817,2026-01-10 03:36:03,USR96271,MCH6512,11795.15,UTR6686472500,True,4131.0,SUCCESS,"Sagar, Deep and Rao",TELECOM,ACTIVE,Hyderabad,Telangana,,,,0.0,0.0,False,NONE,2026-01-10,3,2026-01
TXN00011329,2026-01-22 01:38:31,USR96412,MCH1330,-20924.74,UTR8819399742,True,4131.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-22,1,2026-01
TXN00017127,2026-03-10 08:03:15,USR24450,MCH1412,3693.11,UTR3710340838,True,5912.0,SUCCESS,,,,,,VERIFIED,LOW,Retired,0.0,0.0,False,NONE,2026-03-10,8,2026-03
